site_id,name,infrastructure_type,state,latitude,longitude,status,capacity_mw,operator,parent,ultimate_owner,owner_type,ownership_country,tenants,energy_source,planning_pathway,accelerated_via,resource_conditions,public_notice,approval_body,announcement_date,approval_date,announced_investment_aud,governance_flags,community_concern,sovereignty_register,campus_group,confidence,classified_by,source_url,notes,last_edited
3dc18df0-b775-8184-a363-ccb80838e24a,[PROPOSED] Data centre DA — Blacktown City Council (PAN-620853),,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,0.35,Agent,,"Discovered by the pipeline from the NSW ePlanning OnlineDA API (industrial + cost). 1/-/DP1237359 · Blacktown City Council · Development Application · status: Additional Information Requested. Types: Demolition; Industrial development; Warehouse or distribution centre · $25.8M. Lodged 2026-03-30 · no exhibition window recorded. Coordinates (paste to publish): -33.090211255, 151.133768263. REVIEW: confirm it is a data centre, fill Infrastructure Type + coordinates, remove [PROPOSED].",2026-09-15T11:26:00.000Z
3dc18df0-b775-8171-adc1-c5b13e8ebd69,[PROPOSED] Data centre DA — HORSLEY PARK (PAN-528639),,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,0.35,Agent,,"Discovered by the pipeline from the NSW ePlanning OnlineDA API (industrial + cost). 10 OLD WALLGROVE ROAD HORSLEY PARK 2175 · Fairfield City Council · Development Application · status: Additional Information Requested. Types: Warehouse or distribution centre; Erection of a new structure; Hours of operation and trading · $26.7M. Lodged 2025-04-17 · exhibited 2025-04-24 → 2025-05-21. Coordinates (paste to publish): -33.823914589, 150.83316168. REVIEW: confirm it is a data centre, fill Infrastructure Type + coordinates, remove [PROPOSED].",2026-09-15T11:26:00.000Z
3dc18df0-b775-8119-862a-ff1c2b38113d,[PROPOSED] Data centre DA — HORSLEY PARK (PAN-664102),,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,0.35,Agent,,"Discovered by the pipeline from the NSW ePlanning OnlineDA API (industrial + cost). 10 OLD WALLGROVE ROAD HORSLEY PARK 2175 · Fairfield City Council · Modification Application · status: Withdrawn. Types: Warehouse or distribution centre; Alterations or additions to an existing building or structure · $20.6M. Lodged n/a · no exhibition window recorded. Coordinates (paste to publish): -33.823914589, 150.83316168. REVIEW: confirm it is a data centre, fill Infrastructure Type + coordinates, remove [PROPOSED].",2026-09-15T11:26:00.000Z
3dc18df0-b775-8119-a47c-df820f0161c5,[PROPOSED] Data centre DA — HORSLEY PARK (PAN-667870),,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,0.35,Agent,,"Discovered by the pipeline from the NSW ePlanning OnlineDA API (industrial + cost). 10 OLD WALLGROVE ROAD HORSLEY PARK 2175 · Fairfield City Council · Modification Application · status: Under Assessment. Types: Warehouse or distribution centre; Alterations or additions to an existing building or structure · $20.6M. Lodged 2026-08-25 · exhibited 2026-09-09 → 2026-09-22. Coordinates (paste to publish): -33.823914589, 150.83316168. REVIEW: confirm it is a data centre, fill Infrastructure Type + coordinates, remove [PROPOSED].",2026-09-15T11:26:00.000Z
3dc18df0-b775-810e-8730-cda8c12d883c,[PROPOSED] Data centre DA — MARSDEN PARK (PAN-573337),,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,0.35,Agent,,"Discovered by the pipeline from the NSW ePlanning OnlineDA API (industrial + cost). ASTORIA STREET MARSDEN PARK 2765 · Blacktown City Council · Modification Application · status: In Progress. Types: Industrial development; Warehouse or distribution centre; Erection of a new structure; Light industry · $30.1M. Lodged n/a · no exhibition window recorded. Coordinates (paste to publish): -33.717434328, 150.82770103. REVIEW: confirm it is a data centre, fill Infrastructure Type + coordinates, remove [PROPOSED].",2026-09-15T11:26:00.000Z
3dc18df0-b775-8192-ba74-f7cf80db1bf3,[PROPOSED] Data centre DA — ST MARYS (PAN-649605),,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,0.35,Agent,,"Discovered by the pipeline from the NSW ePlanning OnlineDA API (industrial + cost). 69-81 LEE HOLM ROAD ST MARYS 2760 · Penrith City Council · Development Application · status: Under Assessment. Types: Warehouse or distribution centre; Erection of a new structure · $23.5M. Lodged 2026-06-26 · exhibited 2026-08-03 → 2026-08-31. Coordinates (paste to publish): -33.754429758, 150.768854284. REVIEW: confirm it is a data centre, fill Infrastructure Type + coordinates, remove [PROPOSED].",2026-09-15T11:26:00.000Z
3be18df0-b775-8137-8071-e06e4b03848b,"[PROPOSED] ISPT — Julius Avenue Data Centre, North Ryde (SSD)",,New South Wales,,,,,,,,,,,,,,,,,,,1800000000,,,,,0.55,Agent,https://www.planningportal.nsw.gov.au/major-projects/projects/julius-avenue-data-centre,"A$1.8bn six-storey data centre (36,328 sqm, on-site switching station, 72 × 3.2MW backup generators) — ISPT SSD application, North Ryde. CONTESTED: public submissions object that it conflicts with Government rezoning for housing near the metro station and encroaches on ecological habitat near Lane Cove National Park. Note ISPT = pooled super capital (super-exposure lens; ISPT also holds Mamre Rd land). Found during forum/metro-station research 2026-08-16. REVIEW: verify on the portal, fill type + coordinates, remove [PROPOSED].",2026-08-16T13:40:00.000Z
38e18df0-b775-81ef-8b2a-da8bbdf242a3,AIMS — Bella Vista Data Centre Campus,Data Centre,New South Wales,-33.73,150.94,,,AIMS Capital Management,,AIMS Capital Management (Singapore),Private equity / infra fund,Singapore,Multiple / colocation,Unknown,State assessed,NSW IDA,,,"NSW Department of Planning, Housing & Infrastructure (via Investment Delivery Authority)",2026-03-27,,,,,Rented,,,,https://w.media/nsw-moves-15-data-centres-worth-aud-51-9bn-into-ida-pipeline/,"NSW IDA fast-track pipeline (Mar 2026), Bella Vista, Hills Shire. Coords approximate. || Energy/water sweep 2026-08-06: Energy: AIMS Capital Management (AIMS APAC REIT) campus endorsed in NSW IDA pipeline (Hills Shire); early-stage, no energy procurement details public. (https://w.media/nsw-moves-15-data-centres-worth-aud-51-9bn-into-ida-pipeline/)",2026-08-18T07:45:00.000Z
3be18df0-b775-8147-a032-fcc658591920,AirTrunk — Kurri Kurri Data Centre (SSD-128819490),Data Centre,New South Wales,-32.808,151.467,Feasibility,540,AirTrunk,,,,,,,State assessed,,,,,,,5000000000,,,,,0.8,Agent,https://www.planningportal.nsw.gov.au/major-projects/projects/kurri-kurri-data-centre,"540 MW data centre on the former Hydro Aluminium Kurri Kurri smelter site, Cessnock LGA. SSD-128819490, stage: Prepare EIS (pre-exhibition). Existence confirmed by human reviewer 2026-08-16 via the Major Projects portal; details agent-compiled from the portal page and press ($5bn, seeking renewable PPAs in the Hunter). Coordinates approximate to the smelter site — verify before citation. Discovered by the pipeline press sweep.",2026-08-18T07:45:00.000Z
3a918df0-b775-81a3-b71d-cb90d0b75d1c,"AirTrunk — Mars Road / Apollo Place (87–91 Mars Road, Lane Cove West)",Data Centre,New South Wales,-33.812,151.16,Application lodged,140,AirTrunk,KNBDC (Blackstone SPV network),Blackstone + CPP Investments,Private equity / infra fund,"United States / Canada (Blackstone, CPP Investments)",,Grid — mixed,State assessed,,,,,,,,,Emerging Concern,Rented,,,,,"AirTrunk proposal at 87–91 Mars Road / Apollo Place, Lane Cove West. 140MW, five-storey; significantly breaches local height controls. Part of the Lane Cove West cluster. Coords approximate. || Energy/water sweep 2026-08-06: Energy: Operator-level only: AirTrunk 2030 net-zero / renewable-matching target. 140MW proposal at 87–91 Mars Rd in early planning; no energy sourcing disclosed. (https://www.planningportal.nsw.gov.au/major-projects/projects/mars-road-data-centre)",2026-08-18T07:45:00.000Z
38d18df0-b775-8128-b14a-dea99cd0e77e,AirTrunk Mamre Road (Kemps Creek),Data Centre,New South Wales,-33.87,150.78,Application lodged,1200,AirTrunk,KNBDC (Blackstone SPV network),Blackstone + CPP Investments,Private equity / infra fund,"United States / Canada (Blackstone, CPP Investments)",Multiple / colocation,Grid — mixed,State assessed,,,Exhibited,"NSW Department of Planning, Housing & Infrastructure",2026-03-27,,5000000000,,Active Opposition,Rented,,0.95,,https://www.planningportal.nsw.gov.au/major-projects,"AMENDED EIS ON EXHIBITION — submissions close ~28 Aug 2026 (12 days from 16 Aug, per reviewer; confirm exact date on portal, SSD-92743706). Amendment: 6 buildings → 3, height 40m → 27m, GFA 227,584 → 108,627 sqm; peak power UNCHANGED at 1.2 GW; cooling switched to 840 air-cooled chillers (water-demand implications). Applicant Plan Project Management; site (Summit/SYD4) owned by IFM Investors. || Proposed ~1.2 GW campus at Mamre Road, Kemps Creek, Western Sydney (~22.4 ML/year water, 846 diesel generators). NSW EPA found the EIS inadequate (Apr 2026); active opposition from Penrith City Council, Catholic Diocese of Parramatta and local schools. Not yet approved, so no Approval date yet. Added via the contestation pipeline; coordinates approximate. SUPER EXPOSURE VIA THE LAND: the 52-ha ""Summit"" site is held by ISPT (Industry Super Property Trust), a wholly-owned subsidiary of IFM Investors, itself owned by ~20 Australian industry super funds — so Australians' retirement savings own the ground under the country's biggest data centre, which US-owned AirTrunk (Blackstone + CPP) will build and operate for $5bn+. The land sale to AirTrunk is conditional on the data centre being approved. Land super-owned; operation foreign — the sharpest version of the exposure story. || Energy/water sweep 2026-08-06: Energy: Operator-level: AirTrunk 2030 net-zero / 100%-renewable-matching target only; no site energy contract disclosed for the proposed 1.2GW Mamre Rd campus. (https://airtrunk.com/sustainability/clean-energy/) | Water: Site (proposed): EIS estimates ~22.4ML/yr for the 1.2GW campus (728 cooling units) — dry/hybrid-biased design; Upper South Creek recycled-water plant mooted as supply. 846 diesel backup gensets planned. (https://ia.acs.org.au/article/2026/concern-over-australia-s-most-power-hungry-data-centre.html) || DA disclosure audit 2026-08-10 (SSD-92743706): NSW SSD contrast — energy disclosed: YES — Publicly exhibited EIS (77 documents) states 1GW+ power cap",2026-08-26T05:38:00.000Z
3a918df0-b775-81fd-9319-c63bbb801c5e,AirTrunk SYD2 — Sirius Road (Lane Cove West),Data Centre,New South Wales,-33.813,151.1615,Producing,120,AirTrunk,KNBDC (Blackstone SPV network),Blackstone + CPP Investments,Private equity / infra fund,"United States / Canada (Blackstone, CPP Investments)",,Grid — mixed,,,,,,,,,,Unknown,Rented,,,,,"Operational 120MW multi-storey facility, Sirius Road, Lane Cove West — the anchor of the emerging Lane Cove West cluster. AirTrunk (Blackstone + CPP-owned). Coords approximate. || Energy/water sweep 2026-08-06: Energy: Operator-level: net-zero 2030; 100% renewable matching is a 2030 target, not current state. Only disclosed AU PPA (25MW Google/OX2 solar, certificate time-matched) covers a fraction of load. (https://airtrunk.com/sustainability/clean-energy/) | Water: Site: high-temperature air-cooled chillers with free cooling and custom fan walls; AirTrunk says the solution uses 90% less water than traditional cooling; design PUE 1.15. (https://airtrunk.com/70-megawatt-expansion-underway-at-airtrunk-syd2/)",2026-08-10T02:30:00.000Z
33918df0-b775-8113-960d-e922e9474d72,AirTrunk Sydney (SYD01),Data Centre,New South Wales,-33.8,150.88,Producing,400,AirTrunk,KNBDC (Blackstone SPV network),Blackstone + CPP Investments,Private equity / infra fund,USA (Blackstone),Multiple / colocation,Grid — mixed,State assessed,,,,"NSW Department of Planning, Housing & Infrastructure",,,,FIRB scrutiny; Transparency deficit,Emerging Concern,Rented,,,,https://airtrunk.com/location/syd1-sydney-west/,Largest data centre in Australia. Acquired by Blackstone in 2024 for ~$24B AUD. Raises significant sovereignty questions around foreign ownership of critical digital infrastructure.,2026-08-18T07:45:00.000Z
32a18df0-b775-812f-975c-e9c8a8106691,Amazon — Sydney & Melbourne ($20B investment),Data Centre,New South Wales,-33.87,151.21,Under Construction,,Amazon Web Services,,Amazon.com Inc,Hyperscaler,United States (Amazon),AWS (general cloud); Anthropic (Claude); Multiple / colocation,Renewable (contracted),Ministerial fast-track,VIC DFP,,,,2025-06-14,,,Community consultation lacking,Emerging Concern,Rented,,,,https://www.pv-tech.org/social-backlash-inevitable-industry-demands-data-centres-stop-freeloading-on-australias-clean-energy/,AU$20B across Sydney (Glendenning campus) and Melbourne. Largest single commitment to renewable-powered DC infrastructure in APAC. Also bypassed Hume council in Craigieburn via Development Facilitation Programme — triggered local backlash.,2026-08-18T03:42:00.000Z
3be18df0-b775-819c-9d7d-c765aa6ec2b6,"Amazon AWS SYD52 — 42A Bluett Drive, Smeaton Grange",Data Centre,New South Wales,-34.035835,150.765947,Producing,,Amazon Web Services (AWS),,Amazon,Hyperscaler,United States,,,Local council,,,,,,,,,,,,0.8,Agent,,"Operating AWS data centre (SYD52, ap-southeast-2) on Amazon-owned land; part of the Bluett & Turner campus. PAN-139175 was a DA for a detached addition to the existing building, approved by Camden Local Planning Panel; earlier $31M facility approved by Sydney Western Planning Panel. Coordinates from the NSW ePlanning feed. Discovered by the pipeline (ePlanning strand), triaged and promoted 2026-08-16 on human instruction. Sources: NSW Planning Portal PAN-139175; datacentermap.com (AWS SYD52); Access News ""Amazon data centre approved"". Capacity MW not publicly stated.",2026-08-16T13:13:00.000Z
30118df0-b775-814f-98f1-d47877acf675,ANSTO — Sydney REE Processing Facility,Processing / Refinery,New South Wales,-34.05,150.98,Under Construction,,,,Australian Government (ANSTO),State-owned,Australia,,,,,,,Commonwealth facility (ANSTO / ARPANSA),2024-01-12,2024-01-12,,,,Operational; Productive,,,,https://en.wikipedia.org/wiki/Rare-earth_industry_in_Australia,"Australia's first REE processing facility, government-owned (ANSTO), in Sydney. Due for completion 2026. Will process rare earths found in clay. Open to companies across Australia — Australian Rare Earths' Koppamurra project first to use it. Significant for domestic processing sovereignty.",2026-07-26T06:45:00.000Z
30118df0-b775-81ae-a6d3-e17f1381f1dd,Australian Strategic Minerals — Dubbo Project,Mine / Extraction,New South Wales,,,Feasibility,,,,,,Australia / South Korea (Hyundai),,,State assessed,,,,NSW Resources (Department of Regional NSW),,2015-05-28,,,,Productive; Financial,,,,https://en.wikipedia.org/wiki/Rare-earth_industry_in_Australia,"Dubbo, Central NSW. Partnership with Hyundai, processing planned in South Korea. Government grant recipient. Energy Fuels (US) has made acquisition move — sign of strategic value. NSW location relevant to Hunter region circular economy research.",2026-08-18T07:45:00.000Z
33918df0-b775-813d-b5cc-cb163b3f15ef,AWS — Asia Pacific Sydney Region,Data Centre,New South Wales,-33.87,151.05,Producing,500,Amazon Web Services,,Amazon.com Inc,Hyperscaler,USA,AWS (general cloud); Anthropic (Claude); Multiple / colocation,Renewable (contracted),State assessed,,,,,2012-11-12,,,Transparency deficit; FIRB scrutiny,Unknown,Rented,,,,,Largest hyperscale operator in Australia. Multiple availability zones across Sydney metro. US-owned critical infrastructure running significant Australian government workloads.,2026-08-18T07:45:00.000Z
32a18df0-b775-8144-a9dd-da7f8cbd28ed,CDC — Marsden Park Hyperscale (Western Sydney),Data Centre,New South Wales,-33.712,150.822,Under Construction,504,CDC (Canberra Data Centres),,Infratil 49.75% (ASX/NZX-listed infra) + Future Fund 34.55% (sovereign wealth fund) + CSC 12.04% (govt super) + management 3.66%,Listed / REIT,Australia (CDC / Infratil NZ),Multiple / colocation; Australian Government,Renewable (contracted),State assessed,,Claim only — unconditioned,Exhibited,"NSW Department of Planning, Housing & Infrastructure (via Investment Delivery Authority)",2024-05-15,2025-11-27,,,Supportive / Neutral,Rented; Financial,,0.95,,https://www.planningportal.nsw.gov.au/major-projects,"$3.1B hyperscale — southern hemisphere's biggest. Approved by NSW Planning. WUE of 0.01 (air-based cooling, chilled water reuse). Aims 99% emissions reduction by 2030. 220 construction + 265 operational jobs. Western Sydney economy boost. Ownership: Infratil 49.75% (listed infra investor, largest single holder), Future Fund 34.55% (Australia’s sovereign wealth fund), Commonwealth Superannuation Corporation 12.04% (govt super), CDC management/founders 3.66% (CEO Greg Boorer). ~47% Australian public/sovereign capital — an unusually sovereign-backed operator; serves government/defence. || DA disclosure audit 2026-08-10 (SSD (approved)): NSW SSD contrast — energy disclosed: YES — Exhibited/approved SSD documents state 504MW ICT capacity (scalable toward 1GW) with a 720MVA onsite substation. Water disclosed: YES — Assessment record discloses air-based chilled-water closed-loop cooling, ~0.1L per kWh stated water efficiency. (https://www.planningportal.nsw.gov.au/major-projects/projects/marsden-park-data-centre) [2026-08-26] Capacity corrected from 0 to 504 MW: the row carried 0, which is not 'undisclosed' but a false zero, and it was being counted as a disclosed capacity figure. 504MW ICT load and a 720MVA substation are disclosed in the exhibited SSD EIS and recorded in docs/DISCLOSURE-AUDIT.md. This is one of the three NSW sites where exhibition put real numbers on the public record. || Agent-confirmed 2026-08-26 (audit-2026-08-10): rung 1 — Primary record. Adversarial agent pass 2026-08-10, claim marsden-eis CONFIRMED: 504MW ICT + 720MVA substation + WUE 0.01 in the exhibited SSD EIS. Human check still outstanding. Source: https://www.planningportal.nsw.gov.au/major-projects",2026-08-26T05:38:00.000Z
38e18df0-b775-813d-91d2-ef0056f7938d,Glendenning Road Data Centre,Data Centre,New South Wales,-33.74,150.86,,,Lehr Consultants International (applicant),,Amazon / AWS (likely end-user; developer undisclosed),Hyperscaler,United States (AWS — tentative),Multiple / colocation,Unknown,State assessed,NSW IDA,,,"NSW Department of Planning, Housing & Infrastructure (via Investment Delivery Authority)",2026-03-27,,,,,Rented,,,,https://w.media/nsw-moves-15-data-centres-worth-aud-51-9bn-into-ida-pipeline/,"NSW IDA fast-track pipeline. Glendenning, Blacktown. Listed name is the consultant/applicant; owner TBC. Coords approximate. || Energy/water sweep 2026-08-06: Energy: 202.4MW 3-building SSD-73761707 (Amazon-linked) in assessment; 97 diesel backup generators; no energy-sourcing commitments found. (https://www.datacenterdynamics.com/en/news/plans-filed-for-202mw-data-center-campus-in-sydney-australia/)",2026-08-18T07:45:00.000Z
3da18df0-b775-814f-b3c8-e6d07987415e,"Goodman — Project Apollo (4-10 Talavera Road, Macquarie Park)",Data Centre,New South Wales,-33.783,151.126,Approved / permitted,135,Goodman Property Services,,Goodman Group (ASX: GMG),Listed / REIT,Australia,,Unknown,State assessed,,,Exhibited,"NSW Department of Planning, Housing & Infrastructure (SSD-74069708)",,2026-09-02,1365000000,,,,,0.7,Agent,https://www.datacenterdynamics.com/en/news/goodman-group-gets-green-light-for-135mw-data-center-in-northern-sydney-australia/,"Approved by the NSW Department of Planning, Housing & Infrastructure on 2 September 2026 (SSD-74069708). 135 MW, ~A$1.365bn, 4-10 Talavera Road Macquarie Park; 23,190 sqm site, eight data halls over four levels. Named by ABC (11 Sep 2026) among the approved-but-unbuilt cohort that will escape the proposed federal energy and water rules, which are not expected to be retrospective. TWO FIGURES WORTH ATTENTION: (1) LARGE-SCALE EVAPORATIVE COOLING is specified, alongside diesel backup and lithium-ion batteries. Evaporative cooling consumes water, in a corridor where Goodman's own Project Mars disclosed 510,009 m3/yr of DRINKING water. Water Risk set High pending a disclosed volume for this site. (2) The application was determined after 541 DAYS and drew a SINGLE PUBLIC OBJECTION, despite being exhibited as State Significant Development. Contrast Project Mars - same operator, same corridor - which drew 374 submissions. Exhibition is necessary but plainly not sufficient for contestation. Part of the Macquarie Park cluster with NEXTDC S5 (269 Lane Cove Road). COORDINATES APPROXIMATE (Talavera Road). Rung 4 sourcing (trade press reporting the determination); NOT human-verified - the SSD determination on the NSW Major Projects portal is the rung 1-2 source.",2026-09-13T13:10:00.000Z
38e18df0-b775-814a-bbdf-f72a31ad123b,Goodman — Project Atlas (Blacktown),Data Centre,New South Wales,-33.77,150.9,,,Goodman Group,,Goodman Group (ASX),Listed / REIT,Australia,Multiple / colocation,Unknown,State assessed,NSW IDA,,,"NSW Department of Planning, Housing & Infrastructure (via Investment Delivery Authority)",2026-03-27,,,,,Rented,,,,https://w.media/nsw-moves-15-data-centres-worth-aud-51-9bn-into-ida-pipeline/,NSW IDA fast-track pipeline. Blacktown. Coords approximate. || Energy/water sweep 2026-08-06: Energy: Powered-shell developer; Goodman cites 5GW power pipeline (3.4GW secured) but no renewable PPA disclosed — procurement falls to hyperscale tenants. 500MVA via Transgrid substation. (https://www.theurbandeveloper.com/articles/project-atlas-10-roberts-road-eastern-creek-sears-nsw),2026-08-18T07:45:00.000Z
3a918df0-b775-81e8-9811-d2ff929146e1,"Goodman — Project Mars (12 Mars Road, Lane Cove West)",Data Centre,New South Wales,-33.8105,151.1578,Application lodged,90,Goodman Group,,Goodman Group (ASX: GMG),Listed / REIT,Australia,,Grid — mixed,State assessed,,,Exhibited,,,,,,Active Opposition,,,0.95,,https://www.planningportal.nsw.gov.au/major-projects,"Goodman SSD at 12 Mars Road, Lane Cove West. Demolish four warehouses; two data-centre buildings, 24/7, up to 90MW. Record community backlash — 374 public submissions — over height limits and 24/7 diesel generator noise. Part of the Lane Cove West cluster. Coords approximate. || Energy/water sweep 2026-08-06: Energy: SSD-82052708 ($798m, 81MW) shows grid supply plus 49 diesel backup generators; no renewable procurement disclosed in the application. (https://urbandigest.com.au/ssd-82052708-project-mars-data-centre/) | Water: DA documents cite ~510,009 m3/yr of drinking water for cooling — heavy potable draw from Sydney Water supply, homes 50m away. (https://inthecove.com.au/2026/04/08/goodman-lodges-mars-road-lane-cove-west-data-centre-development-application/) || DA disclosure audit 2026-08-10 (SSD-82052708): NSW SSD contrast — energy disclosed: YES — Exhibited EIS states ~90MW overall power consumption, PUE target 1.35, itemises 49 backup diesel generators by rating. Water disclosed: YES — EIS states estimated annual operational water use of 510,009 m3 (drinking water for cooling) — contestable by residents and council during exhibition. (https://www.planningportal.nsw.gov.au/major-projects/projects/project-mars-data-centre) || Agent-confirmed 2026-08-26 (audit-2026-08-10): rung 1 — Primary record. Adversarial agent pass 2026-08-10, claim mars-eis CONFIRMED: 510009 m3/yr drinking water, ~90MW, PUE 1.35, 49 gensets itemised (SSD-82052708). Human check still outstanding. Source: https://www.planningportal.nsw.gov.au/major-projects",2026-08-26T05:38:00.000Z
